week,state,region,population_density_discretized,urban_percentage_discretized,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized
50,Utah,Region8_Denver,low,high,high,high,3,3,3,2
51,Utah,Region8_Denver,low,high,high,high,3,3,3,2
52,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
53,Utah,Region8_Denver,low,high,high,high,3,3,3,3
54,Utah,Region8_Denver,low,high,high,high,3,3,3,3
55,Utah,Region8_Denver,low,high,high,high,3,3,3,3
56,Utah,Region8_Denver,low,high,high,high,3,3,3,3
57,Utah,Region8_Denver,low,high,high,high,3,3,3,3
58,Utah,Region8_Denver,low,high,high,high,3,3,3,3
59,Utah,Region8_Denver,low,high,high,medium,2,3,3,3
60,Utah,Region8_Denver,low,high,high,medium,2,3,3,3
61,Utah,Region8_Denver,low,high,high,high,2,3,3,3
62,Utah,Region8_Denver,low,high,medium,medium,2,3,3,3
63,Utah,Region8_Denver,low,high,medium,medium,2,3,3,3
64,Utah,Region8_Denver,low,high,medium,medium,2,3,3,3
65,Utah,Region8_Denver,low,high,medium,medium,2,3,3,3
66,Utah,Region8_Denver,low,high,medium,low,3,3,3,2
67,Utah,Region8_Denver,low,high,medium,medium,2,3,3,2
68,Utah,Region8_Denver,low,high,medium,low,2,3,3,2
1,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
2,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
3,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
4,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
5,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
6,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
7,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
8,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
9,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
10,Virginia,Region3_Philadelphia,low,high,low,low,1,1,1,1
11,Virginia,Region3_Philadelphia,low,high,low,low,2,2,2,1
12,Virginia,Region3_Philadelphia,low,high,low,low,3,2,3,2
13,Virginia,Region3_Philadelphia,low,high,low,low,4,3,3,3
14,Virginia,Region3_Philadelphia,low,high,low,low,4,3,3,4
15,Virginia,Region3_Philadelphia,low,high,low,medium,4,3,3,4
16,Virginia,Region3_Philadelphia,low,high,medium,medium,4,3,3,4
17,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,3,5
18,Virginia,Region3_Philadelphia,low,high,medium,high,4,4,4,5
19,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,4,5
20,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,4,5
21,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,4,5
22,Virginia,Region3_Philadelphia,low,high,medium,high,4,4,4,5
23,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,4,5
24,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,4,5
25,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,4,5
26,Virginia,Region3_Philadelphia,low,high,medium,medium,4,4,4,5
27,Virginia,Region3_Philadelphia,low,high,medium,medium,4,3,3,4
28,Virginia,Region3_Philadelphia,low,high,medium,medium,4,3,3,4
29,Virginia,Region3_Philadelphia,low,high,medium,medium,4,3,3,4
30,Virginia,Region3_Philadelphia,low,high,medium,low,4,3,3,4
31,Virginia,Region3_Philadelphia,low,high,medium,medium,4,3,3,3
32,Virginia,Region3_Philadelphia,low,high,medium,medium,4,3,3,2
33,Virginia,Region3_Philadelphia,low,high,medium,low,3,3,3,2
34,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
35,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
36,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
37,Virginia,Region3_Philadelphia,low,high,medium,low,3,3,3,2
38,Virginia,Region3_Philadelphia,low,high,medium,high,3,3,3,2
39,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
40,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
41,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
42,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
43,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
44,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
45,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
46,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
47,Virginia,Region3_Philadelphia,low,high,high,medium,3,3,3,2
48,Virginia,Region3_Philadelphia,low,high,high,medium,3,3,3,2
49,Virginia,Region3_Philadelphia,low,high,high,medium,3,3,3,2
50,Virginia,Region3_Philadelphia,low,high,high,high,3,3,3,2
51,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,2
52,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,2
53,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,3
54,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,3
55,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,3
56,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,3
57,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,3
58,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,3
59,Virginia,Region3_Philadelphia,low,high,high,high,4,4,4,3
60,Virginia,Region3_Philadelphia,low,high,high,high,3,4,4,3
61,Virginia,Region3_Philadelphia,low,high,high,high,3,3,4,3
62,Virginia,Region3_Philadelphia,low,high,medium,high,3,3,3,3
63,Virginia,Region3_Philadelphia,low,high,medium,high,3,3,3,3
64,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,3
65,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,3
66,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
67,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
68,Virginia,Region3_Philadelphia,low,high,medium,medium,3,3,3,2
1,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
2,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
3,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
4,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
5,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
6,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
7,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
8,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
9,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
10,Vermont,Region1_Boston,low,medium,low,low,1,1,1,1
11,Vermont,Region1_Boston,low,medium,low,low,2,2,2,1
12,Vermont,Region1_Boston,low,medium,low,low,4,3,3,1
13,Vermont,Region1_Boston,low,medium,low,medium,5,4,4,3
14,Vermont,Region1_Boston,low,medium,medium,medium,5,4,4,4
15,Vermont,Region1_Boston,low,medium,low,medium,5,4,4,4
16,Vermont,Region1_Boston,low,medium,low,medium,5,4,4,4
17,Vermont,Region1_Boston,low,medium,low,medium,4,4,4,4
18,Vermont,Region1_Boston,low,medium,low,medium,4,4,4,4
19,Vermont,Region1_Boston,low,medium,low,low,4,4,4,4
20,Vermont,Region1_Boston,low,medium,low,low,4,4,4,4
21,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
22,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
23,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
24,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
25,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
26,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
27,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
28,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
29,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
30,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
31,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
32,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
33,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
34,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
35,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
36,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
37,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
38,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
39,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
40,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
41,Vermont,Region1_Boston,low,medium,low,low,4,4,4,5
42,Vermont,Region1_Boston,low,medium,low,low,4,4,4,4
43,Vermont,Region1_Boston,low,medium,low,low,4,4,4,4
44,Vermont,Region1_Boston,low,medium,low,low,4,4,4,4
45,Vermont,Region1_Boston,low,medium,low,low,4,4,4,4
46,Vermont,Region1_Boston,low,medium,medium,low,4,4,4,4
47,Vermont,Region1_Boston,low,medium,medium,low,4,4,4,4
48,Vermont,Region1_Boston,low,medium,medium,low,4,4,4,4
49,Vermont,Region1_Boston,low,medium,high,medium,4,4,4,4
50,Vermont,Region1_Boston,low,medium,medium,high,4,4,4,4
51,Vermont,Region1_Boston,low,medium,medium,high,4,4,4,4
52,Vermont,Region1_Boston,low,medium,medium,high,4,4,4,5
53,Vermont,Region1_Boston,low,medium,medium,medium,4,4,4,5
54,Vermont,Region1_Boston,low,medium,high,high,4,4,4,5
55,Vermont,Region1_Boston,low,medium,high,medium,4,4,4,5
56,Vermont,Region1_Boston,low,medium,high,medium,4,4,4,5
57,Vermont,Region1_Boston,low,medium,high,low,4,4,4,5
58,Vermont,Region1_Boston,low,medium,high,medium,4,4,4,5
59,Vermont,Region1_Boston,low,medium,medium,medium,4,4,4,5
60,Vermont,Region1_Boston,low,medium,medium,medium,4,4,4,5
61,Vermont,Region1_Boston,low,medium,medium,medium,4,4,4,5
62,Vermont,Region1_Boston,low,medium,high,low,4,4,4,5
63,Vermont,Region1_Boston,low,medium,medium,medium,4,4,4,5
64,Vermont,Region1_Boston,low,medium,high,medium,4,4,4,5
65,Vermont,Region1_Boston,low,medium,high,medium,4,4,4,5
66,Vermont,Region1_Boston,low,medium,high,low,4,4,4,5
67,Vermont,Region1_Boston,low,medium,high,low,4,4,4,5
68,Vermont,Region1_Boston,low,medium,medium,medium,4,4,4,5
1,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
2,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
3,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
4,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
5,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
6,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
7,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
8,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
9,Washington,Region10_Seattle,low,high,low,low,1,1,1,1
10,Washington,Region10_Seattle,low,high,low,low,1,1,2,1
11,Washington,Region10_Seattle,low,high,low,low,2,2,2,1
12,Washington,Region10_Seattle,low,high,low,medium,4,3,3,2
13,Washington,Region10_Seattle,low,high,low,medium,4,4,4,3
14,Washington,Region10_Seattle,low,high,medium,high,4,4,4,4
15,Washington,Region10_Seattle,low,high,low,medium,4,4,4,4
16,Washington,Region10_Seattle,low,high,low,medium,4,4,4,4
17,Washington,Region10_Seattle,low,high,low,medium,4,4,4,4
18,Washington,Region10_Seattle,low,high,low,medium,4,4,4,4
19,Washington,Region10_Seattle,low,high,low,medium,4,4,4,4
20,Washington,Region10_Seattle,low,high,low,medium,4,4,4,4
21,Washington,Region10_Seattle,low,high,low,low,4,4,4,4
22,Washington,Region10_Seattle,low,high,low,low,4,4,4,4
23,Washington,Region10_Seattle,low,high,low,low,4,3,3,4
24,Washington,Region10_Seattle,low,high,low,low,4,3,3,4
25,Washington,Region10_Seattle,low,high,low,low,4,3,3,4
26,Washington,Region10_Seattle,low,high,medium,low,4,4,4,4
27,Washington,Region10_Seattle,low,high,medium,low,4,4,4,4
28,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
29,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
30,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
31,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
32,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
33,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
34,Washington,Region10_Seattle,low,high,medium,low,4,4,4,4
35,Washington,Region10_Seattle,low,high,medium,medium,4,4,3,4
36,Washington,Region10_Seattle,low,high,medium,low,4,4,3,4
37,Washington,Region10_Seattle,low,high,low,low,4,4,3,4
38,Washington,Region10_Seattle,low,high,medium,medium,4,4,3,4
39,Washington,Region10_Seattle,low,high,medium,low,4,4,3,4
40,Washington,Region10_Seattle,low,high,medium,low,4,4,3,4
41,Washington,Region10_Seattle,low,high,medium,low,4,4,3,4
42,Washington,Region10_Seattle,low,high,medium,low,4,4,3,4
43,Washington,Region10_Seattle,low,high,medium,medium,4,4,3,4
44,Washington,Region10_Seattle,low,high,medium,medium,4,4,3,4
45,Washington,Region10_Seattle,low,high,medium,medium,4,4,3,4
46,Washington,Region10_Seattle,low,high,high,medium,3,3,3,4
47,Washington,Region10_Seattle,low,high,high,medium,4,4,3,4
48,Washington,Region10_Seattle,low,high,high,medium,4,4,3,4
49,Washington,Region10_Seattle,low,high,high,medium,4,4,3,4
50,Washington,Region10_Seattle,low,high,high,medium,4,4,3,4
51,Washington,Region10_Seattle,low,high,high,high,4,4,3,4
52,Washington,Region10_Seattle,low,high,high,medium,4,4,4,4
53,Washington,Region10_Seattle,low,high,high,high,4,4,4,4
54,Washington,Region10_Seattle,low,high,high,high,4,4,4,4
55,Washington,Region10_Seattle,low,high,high,high,4,3,3,4
56,Washington,Region10_Seattle,low,high,high,high,4,4,3,4
57,Washington,Region10_Seattle,low,high,high,high,4,4,4,4
58,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
59,Washington,Region10_Seattle,low,high,medium,high,4,4,4,4
60,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
61,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
62,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
63,Washington,Region10_Seattle,low,high,medium,medium,3,4,4,4
64,Washington,Region10_Seattle,low,high,medium,medium,3,4,4,4
65,Washington,Region10_Seattle,low,high,medium,low,3,4,4,4
66,Washington,Region10_Seattle,low,high,medium,medium,3,4,4,4
67,Washington,Region10_Seattle,low,high,medium,low,4,4,4,4
68,Washington,Region10_Seattle,low,high,medium,medium,4,4,4,4
1,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
2,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
3,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
4,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
5,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
6,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
7,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
8,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
9,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
10,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
11,Wisconsin,Region5_Chicago,low,high,low,low,1,1,1,1
12,Wisconsin,Region5_Chicago,low,high,low,low,3,3,3,2
13,Wisconsin,Region5_Chicago,low,high,low,low,4,3,3,3
14,Wisconsin,Region5_Chicago,low,high,low,medium,4,4,4,5
15,Wisconsin,Region5_Chicago,low,high,low,medium,4,4,4,5
16,Wisconsin,Region5_Chicago,low,high,low,medium,4,4,4,5
17,Wisconsin,Region5_Chicago,low,high,low,medium,4,4,4,5
18,Wisconsin,Region5_Chicago,low,high,low,medium,4,4,4,5
19,Wisconsin,Region5_Chicago,low,high,medium,medium,4,4,4,5
20,Wisconsin,Region5_Chicago,low,high,medium,medium,4,4,4,5
21,Wisconsin,Region5_Chicago,low,high,medium,medium,4,4,3,5
22,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,4
23,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,4
24,Wisconsin,Region5_Chicago,low,high,low,medium,3,3,3,4
25,Wisconsin,Region5_Chicago,low,high,low,medium,3,3,3,4
26,Wisconsin,Region5_Chicago,low,high,medium,low,3,3,3,4
27,Wisconsin,Region5_Chicago,low,high,medium,low,3,3,3,4
28,Wisconsin,Region5_Chicago,low,high,medium,low,3,3,3,4
29,Wisconsin,Region5_Chicago,low,high,medium,low,3,3,3,4
30,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,4
31,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,3
32,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,2
33,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,2
34,Wisconsin,Region5_Chicago,low,high,medium,low,3,3,3,2
35,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,2
36,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,3,2
37,Wisconsin,Region5_Chicago,low,high,high,medium,3,3,3,2
38,Wisconsin,Region5_Chicago,low,high,high,low,3,3,3,2
39,Wisconsin,Region5_Chicago,low,high,high,medium,3,3,3,2
40,Wisconsin,Region5_Chicago,low,high,high,medium,3,3,3,2
41,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
42,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
43,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
44,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
45,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
46,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
47,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
48,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
49,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
50,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
51,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
52,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
53,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
54,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
55,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
56,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
57,Wisconsin,Region5_Chicago,low,high,high,high,3,3,3,2
58,Wisconsin,Region5_Chicago,low,high,high,high,3,3,4,2
59,Wisconsin,Region5_Chicago,low,high,medium,high,3,3,4,2
60,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,4,2
61,Wisconsin,Region5_Chicago,low,high,medium,high,3,3,4,2
62,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,4,2
63,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,4,2
64,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,4,2
65,Wisconsin,Region5_Chicago,low,high,medium,low,3,3,4,2
66,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,4,2
67,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,4,2
68,Wisconsin,Region5_Chicago,low,high,medium,medium,3,3,4,2
1,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
2,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
3,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
4,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
5,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
6,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
7,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
8,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
9,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
10,West Virginia,Region3_Philadelphia,low,medium,low,low,1,1,1,1
11,West Virginia,Region3_Philadelphia,low,medium,low,low,2,2,2,1
12,West Virginia,Region3_Philadelphia,low,medium,low,low,3,2,2,1
13,West Virginia,Region3_Philadelphia,low,medium,low,low,4,3,3,3
14,West Virginia,Region3_Philadelphia,low,medium,low,low,5,4,4,4
15,West Virginia,Region3_Philadelphia,low,medium,low,low,5,4,4,4
16,West Virginia,Region3_Philadelphia,low,medium,low,low,5,4,4,4
17,West Virginia,Region3_Philadelphia,low,medium,low,medium,5,4,4,4
18,West Virginia,Region3_Philadelphia,low,medium,low,medium,5,4,4,4
19,West Virginia,Region3_Philadelphia,low,medium,low,low,4,4,4,4
20,West Virginia,Region3_Philadelphia,low,medium,low,medium,4,4,4,4
21,West Virginia,Region3_Philadelphia,low,medium,low,low,4,4,4,4
22,West Virginia,Region3_Philadelphia,low,medium,low,low,4,4,4,4
23,West Virginia,Region3_Philadelphia,low,medium,low,low,4,4,4,4
24,West Virginia,Region3_Philadelphia,low,medium,low,low,4,4,4,4
25,West Virginia,Region3_Philadelphia,low,medium,low,low,4,4,4,4
26,West Virginia,Region3_Philadelphia,low,medium,low,low,4,3,3,4
27,West Virginia,Region3_Philadelphia,low,medium,low,low,3,3,3,4
28,West Virginia,Region3_Philadelphia,low,medium,medium,low,3,3,3,4
29,West Virginia,Region3_Philadelphia,low,medium,medium,low,4,3,3,4
30,West Virginia,Region3_Philadelphia,low,medium,medium,low,4,3,3,3
31,West Virginia,Region3_Philadelphia,low,medium,medium,medium,4,3,3,2
32,West Virginia,Region3_Philadelphia,low,medium,medium,medium,4,3,3,1
33,West Virginia,Region3_Philadelphia,low,medium,medium,medium,4,3,3,1
34,West Virginia,Region3_Philadelphia,low,medium,medium,medium,4,3,3,1
35,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,1
36,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,2
37,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,3
38,West Virginia,Region3_Philadelphia,low,medium,medium,high,3,3,3,3
39,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,3
40,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,3
41,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,3
42,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,3
43,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,3,3,3
44,West Virginia,Region3_Philadelphia,low,medium,high,medium,3,3,3,3
45,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,3,3
46,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,3,2
47,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,3,2
48,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,3,2
49,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,3,2
50,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,3,2
51,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,4,2
52,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,4,2
53,West Virginia,Region3_Philadelphia,low,medium,high,high,3,4,4,3
54,West Virginia,Region3_Philadelphia,low,medium,high,high,3,4,4,3
55,West Virginia,Region3_Philadelphia,low,medium,high,high,3,3,3,3
56,West Virginia,Region3_Philadelphia,low,medium,high,high,3,4,4,3
57,West Virginia,Region3_Philadelphia,low,medium,high,high,3,4,4,3
58,West Virginia,Region3_Philadelphia,low,medium,high,high,3,4,4,3
59,West Virginia,Region3_Philadelphia,low,medium,high,high,3,4,4,3
60,West Virginia,Region3_Philadelphia,low,medium,medium,high,3,4,4,3
61,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,4,4,3
62,West Virginia,Region3_Philadelphia,low,medium,medium,medium,3,4,4,3
63,West Virginia,Region3_Philadelphia,low,medium,medium,high,3,4,4,3
64,West Virginia,Region3_Philadelphia,low,medium,medium,high,3,4,4,3
65,West Virginia,Region3_Philadelphia,low,medium,high,medium,3,4,4,3
66,West Virginia,Region3_Philadelphia,low,medium,high,high,3,4,4,3
67,West Virginia,Region3_Philadelphia,low,medium,high,high,1,4,1,3
