week,state,region,population_density_discretized,urban_percentage_discretized,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized
30,Montana,Region8_Denver,low,medium,medium,medium,4,4,4,4
31,Montana,Region8_Denver,low,medium,medium,medium,4,4,4,3
32,Montana,Region8_Denver,low,medium,medium,medium,4,4,4,2
33,Montana,Region8_Denver,low,medium,medium,low,4,4,4,2
34,Montana,Region8_Denver,low,medium,medium,medium,3,3,4,2
35,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,2
36,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,2
37,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,2
38,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,2
39,Montana,Region8_Denver,low,medium,high,medium,3,3,3,2
40,Montana,Region8_Denver,low,medium,high,medium,3,3,3,2
41,Montana,Region8_Denver,low,medium,high,medium,3,3,3,2
42,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
43,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
44,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
45,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
46,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
47,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
48,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
49,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
50,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
51,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
52,Montana,Region8_Denver,low,medium,high,high,3,3,3,2
53,Montana,Region8_Denver,low,medium,high,high,3,3,3,3
54,Montana,Region8_Denver,low,medium,high,high,3,3,3,3
55,Montana,Region8_Denver,low,medium,high,high,3,3,3,3
56,Montana,Region8_Denver,low,medium,high,high,3,3,3,3
57,Montana,Region8_Denver,low,medium,high,high,3,3,3,3
58,Montana,Region8_Denver,low,medium,high,high,3,3,3,3
59,Montana,Region8_Denver,low,medium,high,medium,3,3,4,3
60,Montana,Region8_Denver,low,medium,medium,medium,3,4,4,3
61,Montana,Region8_Denver,low,medium,medium,medium,3,4,4,3
62,Montana,Region8_Denver,low,medium,medium,high,3,3,4,3
63,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,3
64,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,3
65,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,3
66,Montana,Region8_Denver,low,medium,medium,high,3,3,3,2
67,Montana,Region8_Denver,low,medium,medium,high,3,3,3,2
68,Montana,Region8_Denver,low,medium,medium,medium,3,3,3,2
1,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
2,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
3,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
4,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
5,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
6,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
7,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
8,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
9,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
10,North Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
11,North Carolina,Region4_Atlanta,low,medium,low,low,2,2,2,1
12,North Carolina,Region4_Atlanta,low,medium,low,low,3,3,3,2
13,North Carolina,Region4_Atlanta,low,medium,low,low,4,3,3,3
14,North Carolina,Region4_Atlanta,low,medium,low,low,5,4,4,4
15,North Carolina,Region4_Atlanta,low,medium,low,low,5,4,4,4
16,North Carolina,Region4_Atlanta,low,medium,low,medium,5,4,4,4
17,North Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,4
18,North Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,4
19,North Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,4
20,North Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,4
21,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
22,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
23,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
24,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
25,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
26,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
27,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
28,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
29,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
30,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
31,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,3
32,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,2
33,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,3,4,2
34,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,3,4,2
35,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,3
36,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
37,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,3,4
38,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
39,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
40,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
41,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
42,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
43,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
44,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
45,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
46,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
47,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
48,North Carolina,Region4_Atlanta,low,medium,high,medium,4,4,4,4
49,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
50,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
51,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
52,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
53,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
54,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
55,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
56,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
57,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
58,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
59,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
60,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
61,North Carolina,Region4_Atlanta,low,medium,high,high,4,4,4,4
62,North Carolina,Region4_Atlanta,low,medium,medium,high,4,4,4,4
63,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
64,North Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
65,North Carolina,Region4_Atlanta,low,medium,medium,medium,3,4,4,4
66,North Carolina,Region4_Atlanta,low,medium,medium,medium,3,3,3,4
67,North Carolina,Region4_Atlanta,low,medium,medium,medium,3,3,3,4
68,North Carolina,Region4_Atlanta,low,medium,high,medium,3,4,4,4
1,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
2,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
3,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
4,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
5,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
6,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
7,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
8,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
9,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
10,North Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
11,North Dakota,Region8_Denver,low,medium,low,low,2,2,2,1
12,North Dakota,Region8_Denver,low,medium,low,low,3,2,2,1
13,North Dakota,Region8_Denver,low,medium,low,low,3,3,3,2
14,North Dakota,Region8_Denver,low,medium,low,low,3,3,3,4
15,North Dakota,Region8_Denver,low,medium,low,low,3,3,3,4
16,North Dakota,Region8_Denver,low,medium,low,low,4,3,3,4
17,North Dakota,Region8_Denver,low,medium,low,medium,4,3,3,4
18,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
19,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
20,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
21,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
22,North Dakota,Region8_Denver,low,medium,low,medium,3,3,3,4
23,North Dakota,Region8_Denver,low,medium,low,medium,3,3,3,4
24,North Dakota,Region8_Denver,low,medium,low,low,3,3,3,4
25,North Dakota,Region8_Denver,low,medium,low,low,3,3,3,4
26,North Dakota,Region8_Denver,low,medium,low,low,3,3,3,4
27,North Dakota,Region8_Denver,low,medium,medium,low,3,3,3,4
28,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
29,North Dakota,Region8_Denver,low,medium,medium,low,3,3,3,4
30,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,3
31,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,2
32,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,1
33,North Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,1
34,North Dakota,Region8_Denver,low,medium,high,medium,3,3,3,1
35,North Dakota,Region8_Denver,low,medium,high,medium,3,3,3,1
36,North Dakota,Region8_Denver,low,medium,high,medium,3,3,3,2
37,North Dakota,Region8_Denver,low,medium,high,medium,2,2,3,2
38,North Dakota,Region8_Denver,low,medium,high,high,2,2,3,2
39,North Dakota,Region8_Denver,low,medium,high,high,2,3,3,2
40,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
41,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
42,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
43,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
44,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
45,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
46,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
47,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
48,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
49,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
50,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
51,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
52,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
53,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,3
54,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,3
55,North Dakota,Region8_Denver,low,medium,high,high,3,3,3,3
56,North Dakota,Region8_Denver,low,medium,medium,high,3,3,3,3
57,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,3
58,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,3
59,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,3
60,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,3
61,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,3
62,North Dakota,Region8_Denver,low,medium,medium,low,2,3,3,3
63,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,3
64,North Dakota,Region8_Denver,low,medium,medium,low,2,3,3,3
65,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,3
66,North Dakota,Region8_Denver,low,medium,high,low,2,3,3,2
67,North Dakota,Region8_Denver,low,medium,high,low,2,3,3,2
68,North Dakota,Region8_Denver,low,medium,medium,medium,2,3,3,2
1,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
2,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
3,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
4,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
5,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
6,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
7,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
8,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
9,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
10,Nebraska,Region7_KansasCity,low,high,low,low,1,1,1,1
11,Nebraska,Region7_KansasCity,low,high,low,low,2,1,1,1
12,Nebraska,Region7_KansasCity,low,high,low,low,3,3,3,2
13,Nebraska,Region7_KansasCity,low,high,low,low,4,3,3,3
14,Nebraska,Region7_KansasCity,low,high,low,low,4,3,3,4
15,Nebraska,Region7_KansasCity,low,high,low,low,4,3,3,4
16,Nebraska,Region7_KansasCity,low,high,low,low,4,3,3,4
17,Nebraska,Region7_KansasCity,low,high,medium,medium,4,3,3,4
18,Nebraska,Region7_KansasCity,low,high,high,medium,4,3,3,4
19,Nebraska,Region7_KansasCity,low,high,medium,medium,4,3,3,4
20,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
21,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
22,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
23,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
24,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
25,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
26,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
27,Nebraska,Region7_KansasCity,low,high,medium,medium,4,4,4,4
28,Nebraska,Region7_KansasCity,low,high,medium,low,4,3,3,4
29,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,4
30,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,4
31,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,3
32,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,2
33,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,2
34,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,2
35,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,2
36,Nebraska,Region7_KansasCity,low,high,medium,low,3,3,3,3
37,Nebraska,Region7_KansasCity,low,high,medium,medium,3,3,3,3
38,Nebraska,Region7_KansasCity,low,high,high,low,3,3,3,3
39,Nebraska,Region7_KansasCity,low,high,high,medium,3,3,3,3
40,Nebraska,Region7_KansasCity,low,high,high,medium,3,3,3,3
41,Nebraska,Region7_KansasCity,low,high,high,medium,3,3,3,3
42,Nebraska,Region7_KansasCity,low,high,high,medium,3,3,3,3
43,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,3
44,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,3
45,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,3
46,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
47,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
48,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
49,Nebraska,Region7_KansasCity,low,high,high,high,3,4,3,4
50,Nebraska,Region7_KansasCity,low,high,high,high,3,4,3,4
51,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
52,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
53,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
54,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
55,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
56,Nebraska,Region7_KansasCity,low,high,high,medium,3,4,3,4
57,Nebraska,Region7_KansasCity,low,high,high,medium,3,4,3,4
58,Nebraska,Region7_KansasCity,low,high,high,high,3,3,3,4
59,Nebraska,Region7_KansasCity,low,high,high,medium,3,3,3,4
60,Nebraska,Region7_KansasCity,low,high,medium,high,3,3,3,4
61,Nebraska,Region7_KansasCity,low,high,medium,medium,3,4,3,5
62,Nebraska,Region7_KansasCity,low,high,medium,medium,3,4,3,5
63,Nebraska,Region7_KansasCity,low,high,medium,medium,3,4,3,5
64,Nebraska,Region7_KansasCity,low,high,medium,low,3,4,3,5
65,Nebraska,Region7_KansasCity,low,high,medium,medium,3,4,3,5
66,Nebraska,Region7_KansasCity,low,high,high,low,3,4,3,5
67,Nebraska,Region7_KansasCity,low,high,medium,medium,3,4,3,5
68,Nebraska,Region7_KansasCity,low,high,medium,medium,3,4,3,5
1,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
2,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
3,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
4,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
5,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
6,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
7,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
8,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
9,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
10,New Hampshire,Region1_Boston,low,medium,low,low,1,1,1,1
11,New Hampshire,Region1_Boston,low,medium,low,low,2,2,2,1
12,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,4
13,New Hampshire,Region1_Boston,low,medium,low,low,4,4,3,4
14,New Hampshire,Region1_Boston,low,medium,low,low,5,4,4,5
15,New Hampshire,Region1_Boston,low,medium,low,medium,5,4,4,5
16,New Hampshire,Region1_Boston,low,medium,medium,medium,5,4,4,5
17,New Hampshire,Region1_Boston,low,medium,low,medium,5,4,4,5
18,New Hampshire,Region1_Boston,low,medium,medium,medium,5,4,4,5
19,New Hampshire,Region1_Boston,low,medium,medium,high,5,4,4,5
20,New Hampshire,Region1_Boston,low,medium,medium,high,5,4,4,5
21,New Hampshire,Region1_Boston,low,medium,medium,high,5,4,4,5
22,New Hampshire,Region1_Boston,low,medium,low,high,5,4,4,5
23,New Hampshire,Region1_Boston,low,medium,low,high,5,4,4,5
24,New Hampshire,Region1_Boston,low,medium,low,high,4,4,4,5
25,New Hampshire,Region1_Boston,low,medium,low,medium,3,4,3,5
26,New Hampshire,Region1_Boston,low,medium,low,medium,3,4,3,5
27,New Hampshire,Region1_Boston,low,medium,low,medium,3,3,3,4
28,New Hampshire,Region1_Boston,low,medium,low,medium,3,3,3,4
29,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,4
30,New Hampshire,Region1_Boston,low,medium,low,medium,3,3,3,3
31,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,2
32,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,1
33,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,1
34,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,1
35,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,1
36,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,2
37,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,2
38,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,2
39,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,2
40,New Hampshire,Region1_Boston,low,medium,low,low,3,3,3,2
41,New Hampshire,Region1_Boston,low,medium,low,medium,3,3,3,2
42,New Hampshire,Region1_Boston,low,medium,low,medium,3,3,3,2
43,New Hampshire,Region1_Boston,low,medium,medium,low,3,3,3,2
44,New Hampshire,Region1_Boston,low,medium,medium,medium,3,3,3,2
45,New Hampshire,Region1_Boston,low,medium,medium,low,3,3,3,2
46,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,3,2
47,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,3,2
48,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,3,2
49,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,2
50,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,2
51,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,2
52,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,2
53,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,3
54,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,3
55,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,3
56,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,3
57,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,3
58,New Hampshire,Region1_Boston,low,medium,high,high,3,3,3,3
59,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,4,3
60,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,4,3
61,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,4,3
62,New Hampshire,Region1_Boston,low,medium,medium,medium,3,3,4,3
63,New Hampshire,Region1_Boston,low,medium,medium,medium,3,3,3,3
64,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,3,3
65,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,3,3
66,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,3,2
67,New Hampshire,Region1_Boston,low,medium,high,low,3,3,3,2
68,New Hampshire,Region1_Boston,low,medium,high,medium,3,3,3,2
1,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
2,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
3,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
4,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
5,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
6,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
7,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
8,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
9,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
10,New Jersey,Region2_NewYork,high,high,low,low,1,1,1,1
11,New Jersey,Region2_NewYork,high,high,low,low,2,2,2,1
12,New Jersey,Region2_NewYork,high,high,low,low,4,3,3,2
13,New Jersey,Region2_NewYork,high,high,medium,medium,4,4,4,3
14,New Jersey,Region2_NewYork,high,high,high,high,4,4,4,4
15,New Jersey,Region2_NewYork,high,high,high,high,4,4,4,4
16,New Jersey,Region2_NewYork,high,high,high,high,5,4,4,5
17,New Jersey,Region2_NewYork,high,high,high,high,5,4,4,5
18,New Jersey,Region2_NewYork,high,high,high,high,5,4,4,5
19,New Jersey,Region2_NewYork,high,high,high,high,5,4,4,5
20,New Jersey,Region2_NewYork,high,high,medium,high,5,4,4,5
21,New Jersey,Region2_NewYork,high,high,medium,high,4,4,4,5
22,New Jersey,Region2_NewYork,high,high,medium,high,4,4,4,5
23,New Jersey,Region2_NewYork,high,high,medium,high,4,4,4,5
24,New Jersey,Region2_NewYork,high,high,low,high,4,4,4,5
25,New Jersey,Region2_NewYork,high,high,low,high,4,4,4,5
26,New Jersey,Region2_NewYork,high,high,low,high,4,4,4,5
27,New Jersey,Region2_NewYork,high,high,low,high,4,4,4,5
28,New Jersey,Region2_NewYork,high,high,low,high,4,4,4,5
29,New Jersey,Region2_NewYork,high,high,low,medium,4,4,4,5
30,New Jersey,Region2_NewYork,high,high,low,medium,3,4,4,5
31,New Jersey,Region2_NewYork,high,high,low,medium,3,4,4,4
32,New Jersey,Region2_NewYork,high,high,low,low,4,4,4,4
33,New Jersey,Region2_NewYork,high,high,low,low,4,4,4,4
34,New Jersey,Region2_NewYork,high,high,low,low,4,4,4,4
35,New Jersey,Region2_NewYork,high,high,low,low,4,4,4,4
36,New Jersey,Region2_NewYork,high,high,low,low,4,4,4,4
37,New Jersey,Region2_NewYork,high,high,low,low,3,4,4,4
38,New Jersey,Region2_NewYork,high,high,medium,low,3,4,4,4
39,New Jersey,Region2_NewYork,high,high,medium,low,3,4,4,4
40,New Jersey,Region2_NewYork,high,high,medium,low,3,4,4,4
41,New Jersey,Region2_NewYork,high,high,medium,low,3,4,4,4
42,New Jersey,Region2_NewYork,high,high,medium,low,3,4,4,4
43,New Jersey,Region2_NewYork,high,high,medium,medium,3,4,4,4
44,New Jersey,Region2_NewYork,high,high,high,medium,3,4,4,4
45,New Jersey,Region2_NewYork,high,high,high,medium,3,3,3,4
46,New Jersey,Region2_NewYork,high,high,high,medium,3,3,3,4
47,New Jersey,Region2_NewYork,high,high,high,medium,3,3,3,4
48,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
49,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
50,New Jersey,Region2_NewYork,high,high,high,high,3,3,3,4
51,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
52,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
53,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
54,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
55,New Jersey,Region2_NewYork,high,high,high,high,3,3,3,4
56,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
57,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
58,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
59,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
60,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
61,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
62,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
63,New Jersey,Region2_NewYork,high,high,high,high,3,4,3,4
64,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
65,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
66,New Jersey,Region2_NewYork,high,high,high,high,3,4,3,4
67,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
68,New Jersey,Region2_NewYork,high,high,high,high,3,4,4,4
1,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
2,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
3,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
4,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
5,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
6,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
7,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
8,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
9,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
10,New Mexico,Region6_Dallas,low,high,low,low,1,1,1,1
11,New Mexico,Region6_Dallas,low,high,low,low,2,1,2,1
12,New Mexico,Region6_Dallas,low,high,low,low,4,3,3,2
13,New Mexico,Region6_Dallas,low,high,low,low,5,4,4,3
14,New Mexico,Region6_Dallas,low,high,low,low,5,4,4,4
15,New Mexico,Region6_Dallas,low,high,low,low,5,4,4,4
16,New Mexico,Region6_Dallas,low,high,low,medium,5,4,4,4
17,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
18,New Mexico,Region6_Dallas,low,high,medium,high,5,4,4,4
19,New Mexico,Region6_Dallas,low,high,medium,high,5,4,4,4
20,New Mexico,Region6_Dallas,low,high,medium,high,5,4,4,4
21,New Mexico,Region6_Dallas,low,high,medium,high,5,4,4,4
22,New Mexico,Region6_Dallas,low,high,low,medium,5,4,4,4
23,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
24,New Mexico,Region6_Dallas,low,high,low,medium,5,4,4,4
25,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
26,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
27,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
28,New Mexico,Region6_Dallas,low,high,medium,medium,5,4,4,4
